GroupName	GroupID	GroupORFs
regulation of DNA repair	GO:0006282	YDL020C YDL020C YNL218W
transcription-coupled nucleotide-excision repair	GO:0006283	YGL070C YDR381W YNL139C YDR159W YDR138W YJR035W YDL084W YKL054C YJR035W YOL072W
base-excision repair	GO:0006284	YAL015C YJR006W YML060W YNL262W YOL115W YOL043C YKL114C YDL164C YAL015C YMR224C YML021C YBR088C YJR043C YER142C YBL019W YNL250W YDR369C YOL115W YDL102W YOL043C YDR369C
base-excision repair, AP site formation	GO:0006285	YML060W YER142C YOL043C YER142C YAL015C
base-excision repair, base-free sugar-phosphate removal	GO:0006286	YKL113C YKL113C
base-excision repair, gap-filling	GO:0006287	YDL102W YCR014C
nucleotide-excision repair	GO:0006289	YHL025W YJR035W YDL102W YDR314C YMR201C YDL164C YDR314C YDR079C-A YER162C YEL037C YDR314C YPR056W YIL143C YDR079C-A YHL025W YJR006W YJR043C YPL096W YGL048C YML060W YML011C YBR088C YAR007C YNL312W YGR258C YDR440W YPL122C YJL173C YDR311W YER162C YDR217C YER171W YNL312W YOR259C YDR440W YER173W YLR005W YDR460W YJL090C
nucleotide-excision repair, DNA incision, 3'-to lesion	GO:0006295	YGR258C YGR258C
nucleotide-excision repair, DNA incision, 5'-to lesion	GO:0006296	YPL022W YML095C
nucleotide-excision repair, DNA gap filling	GO:0006297	YNL262W YDL102W
mismatch repair	GO:0006298	YCR092C YDL102W YOR217W YBR088C YPL164C YPL164C YNL290W YCR092C YJL090C YOL090W YDR097C YPL164C YOL090W YDR097C YJR068W YBR272C YBR088C YJR043C YLR035C YCR092C YNL082W YOL094C YOR033C YMR167W YDR097C YFL003C YJR006W YDL102W YLR035C YDR097C YDL154W YHR120W YHR120W YBR087W YPR052C YOL090W YMR167W YJR043C YNL082W
postreplication repair	GO:0006301	YDL102W YGL094C YBR088C YLR032W YGL087C YGL087C YKL025C YGL094C YJR006W YML032C YDR092W YKL025C YOL090W YLR007W YJR043C YGL087C YDR440W YDR092W YDR224C YGL087C
double-strand break repair	GO:0006302	YKR056W YOR290C YDR180W YFL008W YBL088C YDL116W YLR320W YCR014C YAR002W YKR082W YER147C YDL002C YHR154W YFR027W YMR137C YGL090W YGR056W YDR180W YMR224C YLR032W YIL126W YDL116W YGL092W YKR056W YLR321C YKR082W YFL008W YDL002C YDL003W YOR368W YKL057C YOR368W YDR180W YMR076C YLR032W YDL116W YKR082W YMR076C YKL057C YHR079C-A YBL088C YKL057C
double-strand break repair via nonhomologous end joining	GO:0006303	YCR014C YNL250W YOL004W YCR014C YCR014C YNL262W YLR357W YOR005C YHR056C YNL133C YKL113C YHR056C YLR265C YGR056W YMR284W YOR005C YMR106C YLL002W YNL246W YLR265C YGL090W YJL092W YDL042C YMR106C YGL090W YFR037C YNL246W YDR369C YDR227W YFR037C YLR442C YMR284W YMR224C YNL307C YNL262W YKL213C
DNA dealkylation involved in DNA repair	GO:0006307	YDL200C YER142C YER142C YER142C
DNA catabolic process	GO:0006308	YJL208C
apoptotic DNA fragmentation	GO:0006309	YBL055C
DNA recombination	GO:0006310	YNL139C YBR012W-B YPL257W-B YOR142W-B YNL054W-B YOR005C YLR383W YFR031C YGR161C-D YDL105W YLR035C-A YML023C YDR098C-B YHL009W-B YGR038C-B YIL082W-A YLR219W Endo.SceI YJR027W YDR316W-B YDR138W YDR296W YCR092C YOR343W-B YDR110W YDR261C-D YMR190C YDL164C YDR261W-B YLR007W YBL100W-B YDR210C-D YNL284C-B YGL033W YER138C YLR157C-B YMR050C YMR284W YGR109W-B YDL059C YDL164C YOL103W-B YML039W YGR027W-B YEL019C YAR009C YMR133W R0010W YGL090W YOL090W YPR137C-B YDR078C YOL034W YML045W YOR192C-B YMR106C YDR386W YMR106C YPR158W-B YLR227W-B YML032C YLR410W-B YER095W YBL005W-B YJR029W YGR161W-B YHR167W YML061C YLR135W YPR158C-D YJR021C YDL164C YML032C R0010W YCL019W YDR210W-B YFL008W YDL059C YOR005C YJL208C YDR014W-A YGL183C YDR288W YHR214C-B YFL002W-A YBR136W YER044C-A YDR365W-B YER160C YML062C YBR228W YMR045C YDR034C-D YML061C YER038C YBR098W YDR138W YHL006C YJL113W YLR086W YOR354C YBR073W
meiotic gene conversion	GO:0006311	YOL090W YGL127C YGL250W
mitotic recombination	GO:0006312	YCR092C YFR038W YPL022W YOL090W YDR540C YJL173C YML095C YJL051W YPL017C YOR141C YAR007C YLL033W YNL312W
intron homing	GO:0006314	Q0075 Q0255 Q0070 Q0160 YDL185W Q0065 YDL185W Q0060 Q0160 Q0065 Q0115 Q0120 Q0065 Q0060 Q0075
homing of group II introns	GO:0006315	Q0050
movement of group I intron	GO:0006316	Q0070
chromatin organization	GO:0006325	YGL194C YDR071C YNL135C YER161C YJL081C YOR123C YPR034W YOR295W YER161C YLR141W YJL081C YDR216W YMR033W YGR063C YMR239C
chromatin assembly or disassembly	GO:0006333	YOL006C YMR022W YNL030W YJL115W YDR224C YBL002W YDR225W YOR191W YMR284W YMR106C YOR191W YER125W YOR191W YEL056W YNL031C YBR009C YDR224C YBR010W YNL088W YBL003C YDL042C
nucleosome assembly	GO:0006334	YGL207W YDR225W YLR449W YNL246W YPL127C YGR116W YKR048C YGL207W YLL022C YNL246W YDR224C YKR048C YBL003C YOL012C YKL049C YKR048C YBL002W
DNA replication-dependent nucleosome assembly	GO:0006335	YBR195C YPR018W YML102W YJL115W YML102W YNL206C YPR018W
DNA replication-independent nucleosome assembly	GO:0006336	YJR140C YBL008W YNL206C YOR038C YBR215W YBR215W YBL008W YJR140C YJL115W YOR038C
nucleosome disassembly	GO:0006337	YHR056C YKR048C YPR034W YKR008W YGR056W YLR321C YBL006C YLR033W YMR091C YCR020W-B YGR275W YMR033W YDR303C YCR052W YFR037C YLR357W YIL126W YJL115W YML127W
chromatin remodeling	GO:0006338	YNL107W YCR020W-B YBR289W YNL068C YGR275W YML041C YPR052C YOR304W YDR485C YGR002C YPL184C YGR002C YLR321C YOR304W YFR034C YBR089C-A YML041C YNL059C YNL059C YBR160W YIL131C YBR289W YOR304W YLR085C YBR289W YGL048C YAL011W YAL011W YBR231C YBR231C YER030W YNL068C YHL025W YML127W YPL235W YBR135W YOR290C YKL112W YGL163C YKL112W YLR033W YDL106C YOR290C YJR060W YDR190C YML041C YOR304W YLR385C YAL011W YLR095C YNL107W YJL127C YPL129W YGL133W YDR485C YHL025W YMR037C YDR334W YPL129W YLR399C YJR060W YBR245C YBR245C YNL107W YPL129W YGR116W YBR245C YMR044W YJL081C YDR485C YMR091C YKL112W YDR334W YBR245C YDR334W YBR231C YGR116W YLR085C YGL150C YKL112W YJR060W YKL062W YLR085C YBR112C YKL112W YJR060W YFR013W YIL131C YOR141C
chromatin silencing	GO:0006342	YDL042C YMR106C YOR279C YOR279C YIL084C YOL068C YMR307W YMR307W YOL068C YOL017W YOR279C YIL084C YGR063C YMR273C YMR106C YMR284W YOL068C YMR284W YDR227W
establishment of chromatin silencing	GO:0006343	YKR101W YLR274W
chromatin silencing at telomere	GO:0006348	YLR223C YER120W YBR175W YDR469W YGL037C YDR469W YDL042C YDL084W YMR219W YPL138C YGL133W YOR304W YLR274W YPL138C YPL001W YBR175W YOR213C YLL022C YBR088C YLL022C YDR191W YLR015W YHR119W YDR448W YJL115W YNL186W YER120W YHR119W YLR288C YGL058W YBR202W YBR175W YER120W YNL216W YAL019W YMR127C YDR469W YML121W YJL019W YLR015W YMR247C YER088C YDL042C YDR181C YMR179W YDR440W YNL107W YOR025W YPL138C YPL001W YBL091C-A YDL074C YLR052W YAR003W YAR003W YPL001W YOR209C YBL091C-A YOR304W YJL127C YEL056W YHR119W YJL065C YIL150C YMR235C YCL061C YHR119W YIL150C YGL150C YBL091C-A YGL058W YBR060C YJL080C YAR003W YCL061C YBL052C YEL032W YJL080C
transcription, DNA-dependent	GO:0006351	YPL139C YER068W YOL051W YMR280C YJL115W YKR029C YPR104C YHL009C YPR030W YNL136W YCR081W YFR032C YPR186C YNL103W YPL007C YJR084W YML062C YGR044C YBR081C YLR399C YLR182W YMR070W YBR297W YPL235W YDR308C YCR084C YPR190C YIL101C YPR008W YGL066W YKL139W YIL130W YNL139C YOR340C YKL028W YDR520C YOR337W YJL025W YNL167C YMR233W YGR056W YER051W YMR127C YPR161C YPL015C YPL011C YGR275W YDL166C YDR005C YPR161C YIL010W YOR344C YJR060W YEL062W YDR146C YGL146C YOL108C YER159C YLR403W YHL025W YBR033W YIR023W YNL236W YDR460W YDR034C YGL166W YER022W YGR262C YOR213C YCR093W YDR167W YJL011C YJL081C YDR138W YDR043C YAL001C YHL020C YKR077W YMR091C YOR166C YDL056W YKL125W YML099C YBL066C YMR172W YOR337W YOR116C YML127W YHR058C YKL185W YPL075W YLL002W YPL122C YLR451W YMR219W YDR457W YOL145C YDR079C-A YBR239C YLR442C YBR240C YDL076C YKL222C YMR182C YLR014C YER184C YER088C YIL128W YMR112C YOR166C YCR065W YPL089C YBR154C YBR089C-A YMR280C YGL070C YBR289W YIR013C YMR021C YGR200C YDR066C YDR207C YCL010C YDR227W YGL207W YGR186W YLR055C YGR252W YER063W YER109C YMR093W YBR253W YPL248C YPL202C YGL127C YKR038C YPL216W YJL109C YIL143C YOR083W YBR182C YDR527W YLR226W YNL216W YNL314W YGL162W YBL008W YPL101W YLR223C YLR005W YER164W YOL135C YOR290C YPR199C YML007W YJL168C YPL128C YER161C YFL052W YDR259C YDR363W YKL109W YOR166C YMR312W YJR063W YLR266C YPL055C YNR063W YNL248C YJL206C YNR023W YPL016W YPR133C YOR298C-A YOR358W YKL112W YMR227C YKR034W YNR052C YBR297W YOR337W YLR278C YPR168W YLR098C YJL140W YBR135W YGR047C YIL122W YOR363C YJR094C YHR167W YPR065W YGL073W YDR392W YAL051W YFL031W YBR083W YBL005W YML010W YPR025C YDR174W YGR246C YKL144C YFL036W YGL071W YPR133C YDR045C YFR013W YKL110C YFL024C YMR019W YHR157W YHR178W YGR288W YKR095W-A YMR165C YLR384C YDR252W YOR066W YKL043W YDR363W-A YPR158W YCR042C YLR266C YGL254W YLR278C YPL047W YNL021W YBR245C YGL150C YDR173C YPL248C YPR045C YOR244W YLR141W YNL288W YNL023C YML069W YPR023C YDR216W YOR344C YNL330C YIR017C YML076C YLR445W YKR025W YLR321C YIL036W YOR344C YDR176W YDR073W YGR005C YOR162C YGL112C YOL004W YOR151C YNL215W YLR052W YML081W YER184C YAL011W YNL097C YOL089C YPL254W YPL038W YGL181W YGL043W YBL103C YPL230W YDR398W YDR303C YDR324C YLR385C YOR023C YGL014W YBR095C YJR127C YGR229C YJL110C YDL106C YIL130W YLR085C YCR106W YMR042W YIL084C YLL022C YML027W YOL148C YBL025W YDR359C YPR034W YOL068C YLR039C YHL027W YHR099W YPL037C YMR164C YJL056C YML098W YOR172W YLR226W YNL199C YOR295W YLR226W YDR213W YFR037C YPR009W YHR206W YHR178W YOR141C YKR008W YPR187W YGL246C YOR230W YGL244W YML114C YDR423C YDR381W YJL103C YDR121W YOR064C YBL021C YBL093C YDR145W YKL058W YLL054C YNL278W YMR223W YGL133W YER171W YKL062W YBR112C YGL058W YDL170W YPR031W YMR263W YDR334W YHR206W YJL176C YIL046W YHR178W YGL043W YOR224C YLR226W YNL253W YJR140C YML043C YMR044W YGR134W YBR198C YPR161C YPL116W YER064C YBR215W YLR256W YDL108W YPR196W YML112W YKR099W YOR048C YDR181C YKR002W YOL017W YDR223W YHR193C YNR003C YGL209W YDR096W YMR016C YIL038C YHR187W YGL035C YGR288W YOR140W YJL065C YJL184W YDR289C YNR010W YPR086W YOR191W YOR032C YOL116W YBL005W YOL089C YJL006C YMR075W YIR023W YPR072W YNL113W YGL013C YDR123C YKL160W YPR022C YBR231C YLR256W YDR451C YJL089W YJR127C YCR039C YOR113W YBR279W YBR111W-A YDR443C YPR010C YDL005C YOR315W YFL049W YLR162W-A YNL039W YMR236W YOL128C YNL206C YMR228W YFL013C YMR039C YOR025W YBL052C YIL126W YER148W YJL206C YLR098C YCR052W YML051W YBL066C YGR063C YJR082C YER040W YDR421W YOR207C YCR020W-B YMR037C YLR071C YBR066C YOR110W YGL194C YOR166C YCL067C YOR210W YFL021W YNL107W YEL009C YGR104C YHR041C YPR110C YPR068C YOR038C YDL042C YGL025C YNL076W YMR270C YBL006C YGL115W YDR311W YKR064W YMR030W YKL038W YPL267W YLR033W YPL133C YOR028C YDR296W YFL052W YHR084W YIR018W YPL082C YER045C YOR337W YKL015W YDR440W YHR196W YKL032C YLR014C YPL126W YHR143W-A YHR124W YAL021C YKR062W YER139C YER169W YOR047C YCR097W YEL044W YDR159W YPR196W YBR049C YCL058W-A YPR070W YOR123C YLR013W YDL165W YOL012C YIL056W YGR128C YOR304W YAL013W YER066W YLR357W YGL151W YGR274C YPR056W YKL222C YOR174W YDR191W YDR404C YHR124W YOR372C YNL025C YML036W YOR194C YDR190C YPL042C YNL027W YMR019W YDR253C YKL005C YOR229W YBR123C YBR193C YMR033W YOL005C YPR052C YDR448W YOR344C YPR179C YDL002C YKR101W YEL018W YDR310C YKL005C YGL013C YHR206W YMR043W YFR034C YOR051C YDL020C YPL129W YHR056C YER111C YPL086C YLR228C YNL059C YIL127C YOL067C YBR150C YMR005W YDL013W YKL015W YCR040W YEL055C YHR079C YOR380W YPL181W YOL028C YDL070W YNR009W YER028C YBR150C YCL066W YOR341W YHR206W YGR002C YDR228C YIL021W YDR362C YHR124W YLR131C YLR113W YHR124W YBL014C YLR418C YGL237C YLR095C YDL140C YML015C YDR295C YGR116W YOR380W YDR397C
transcription initiation, DNA-dependent	GO:0006352	YMR005W YDR167W YGL112C YGR246C YPR086W YGL244W YER148W YMR236W YDR145W
transcription termination, DNA-dependent	GO:0006353	YGL246C YBR121C YOR048C YDR228C
transcription elongation, DNA-dependent	GO:0006354	YJL168C YJL168C YBR245C YJL168C YOR244W YBR245C YOR244W
regulation of transcription, DNA-dependent	GO:0006355	YLR418C YOR380W YPL075W YPL139C YBR297W YHR056C YOL051W YNR063W YGL146C YLR182W YJL081C YLR223C YML062C YOR315W YPL011C YCR081W YGR063C YJR060W YLR399C YGL066W YDL076C YDR527W YPR030W YBL066C YOR244W YDR485C YAR003W YPL007C YBR240C YPR104C YHR056C YMR021C YDR146C YHR124W YLR266C YDR520C YDL165W YDR079C-A YCR033W YFL031W YOL089C YAL001C YDR423C YPR186C YJR094C YIL147C YPL267W YCR065W YOR380W YLR141W YGL237C YPL042C YGL073W YPL216W YCR096C YIL126W YPL015C YDR520C YKR029C YDR303C YBR182C YHL025W YBR081C YOR141C YOR113W YNL167C YBR297W YKL028W YMR091C YDR005C YGL150C YNL288W YMR005W YCR040W YMR280C YGR252W YDL106C YML127W YBR239C YNL021W YLR176C YPR168W YPR068C YGR044C YMR172W YMR043W YPR199C YCR040W YGL244W YER088C YPR104C YLR266C YMR263W YGR005C YCR065W YDR308C YOR162C YMR219W YPR045C YNL103W YGL181W YDR253C YAL051W YBR240C YMR127C YGL194C YNL216W YBR095C YDL108W YIR018W YMR127C YIR018W YER109C YPL138C YFL031W YDR303C YAL051W YOR244W YJL110C YDR460W YGL133W YPR133C YFL033C YKL109W YOR083W YPL089C YML007W YOR337W YDR227W YOR295W YKL185W YOL004W YPR013C YOR298C-A YLR442C YLR014C YIL126W YJL065C YMR070W YEL062W YPR199C YJL168C YLR055C YIR013C YOR110W YGL254W YJR127C YOR344C YNL330C YAL011W YDR173C YLR052W YLR278C YKL028W YGL096W YNL068C YIL143C YKR029C YPR065W YPL122C YDL170W YFL013C YDR123C YER164W YBL021C YBR245C YER051W YHR193C YGR002C YBR297W YHR058C YDR311W YMR227C YML127W YDL166C YKR077W YGL194C YPL127C YCR106W YGL127C YPL038W YBR089C-A YHR178W YDR392W YER184C YOR048C YPL129W YDR296W YDR259C YLL022C YCR106W YBR033W YDL005C YGL246C YKR099W YKL125W YGR288W YMR021C YDL170W YOR337W YHR124W YOR174W YBR111W-A YIL131C YLR005W YBR198C YOL108C YIL010W YGL166W YMR182C YOR066W YIL149C YGL209W YPR070W YKL160W YDR138W YIL122W YHR178W YKL043W YGL014W YOR290C YDR167W YDR334W YPL128C YLL002W YFL052W YML076C MALR YML069W YGR246C YCR039C YMR112C YCR039C YDR363W YMR228W YOL089C YMR033W YHR187W YOR162C YER171W YHR041C YIL056W YDR034C YGR246C YIL130W YMR165C YGR134W YMR136W YNR052C YGL043W YGR275W YDR359C YMR164C YJL168C YBR289W YNL314W YPR008W YGL162W YGL194C YOR172W YLR385C YOL135C YER159C YOR166C YJL115W YKL109W YLR451W YDR259C YLR098C YDR216W YKL112W YPR196W YDR174W YDR421W YFR032C YML099C YOL145C YFL021W YNL025C YMR270C YHR099W YIR017C YOR038C YPL248C YKR095W-A YOR229W YLL054C YMR223W YIL084C YCR042C YKR034W YBR231C YBR253W YER064C YML027W YOR358W YPL101W YPL230W YLR228C YCR084C YDL056W YNL136W YDR451C YFR037C YNL230C YIL038C YPR025C YIL036W YLR005W YOR213C YKR008W YJL103C YGL071W YMR037C YMR019W YDR121W YML114C YER040W YDR073W YNL027W YGL151W YJL206C YKL185W YOL017W YML099C YDR223W YLR278C YGL112C YML081W YGR047C YJL206C YPL235W YCR052W YNL167C YPL181W YER040W YPR009W YGR262C YBL008W YGL166W YHR167W YJL056C YOR023C YCL010C YDR451C YLR256W YER169W MALR YKR038C YML076C YLR085C YMR042W YDR066C YMR039C YKL005C YOL068C YLL054C YBL005W YOL148C YOR213C YDR303C YPR034W YHR157W YPL016W YML027W YOL012C YML051W YER068W YHR206W YBL008W YER064C YIL149C YHL027W YBR215W YOR172W YIR023W YKL222C YBR239C YPL254W YDL042C YJL176C YHR056C YFL049W YPR009W YNL136W YGR056W YKR064W YOR064C YGR200C YGR229C YLR321C YCL067C YBL052C YJR082C YDL042C YLR384C YLR098C YOR191W YIL038C YHR079C YPL122C YOR038C YDR207C YDR176W YPL037C YGR288W YFL052W YOL128C YLR256W YER022W YPL248C YPR031W YLR013W YDR213W YBR033W YPL202C YPR056W YPR158W YHR206W YCL067C YDL106C YLR330W YAL021C YOR230W YNL039W YDR423C YDR381W YAR014C YJL089W YLR445W YIL130W YDR207C YNL215W YKL015W YPL055C YKL043W YNL236W YKR034W YJR140C YDR213W YOR047C YBR066C YOR363C YKR101W YKR023W YMR044W YOR140W YBR193C YPR086W YNL097C YLR357W YOR032C YFR037C YBL005W YGL043W YGR274C YMR075W YPR072W YIL101C YML007W YLR039C YDL013W YDR191W YDR252W YOR028C YJL025W YAR014C YJR127C YAR014C YBL093C YJL103C YPL133C YCR018C YKL015W YLR071C YDR443C YER184C YGL162W YKR064W YNL199C YPR025C YGR104C YCR097W YGL058W YMR280C YLR226W YIL036W YCL058W-A YGR186W YKL189W YEL018W YGL127C YFL044C YPR086W YPL177C YNL278W YML043C YCR093W YJL168C YJL081C YJL184W YMR019W YKL038W YPR023C YDR034C YBR083W YHL009C YHL009C YDR181C YBR198C YCR097W YER139C YBR279W YNR023W YGR249W YMR236W YIL126W MALR YFL021W YLR451W YPR052C YGR288W YNL139C YMR030W YPL116W YDL002C YOR304W YDR159W YOL068C YNL023C YLR162W-A YPL047W YNL103W YBR083W YML098W YPR008W YBL021C YER045C YHR084W YDR043C YER028C YFR013W YEL009C YPR196W YDR440W YDR397C YOR123C YCR020W-B YOR372C YIR017C YMR039C YPR196W YEL044W YKL038W YGL073W YPL086C YCL066W YNL253W YBL103C YDR190C YOL028C YKL062W YBL103C YMR168C YNL025C YDR289C YOL004W YDL056W YBR112C YPL021W YGL013C YDR310C YNL107W YLR131C YKL110C YNL059C YPR072W YML036W YDR421W YNL023C YAL013W YGL115W YLR033W YEL009C YBR150C YPR015C YNL107W YKR062W YJL110C YHR084W YOR290C YER111C YBL066C YOR051C YNL076W YGL035C YOR363C YPL129W YOL067C YFL024C YDR145W YKL058W YBR150C YLR113W YDL020C YFR034C MALR YER069W YMR312W YJR147W YMR016C YGR063C YNR010W YDL165W YNL206C YBR103W YGR116W YOR025W YER066W YDR228C YDR295C YDR296W YGL207W YPL133C YJL089W YOL028C YDR457W YPL082C YJL006C YNR063W YER045C YGL237C YBR049C YIL101C YMR233W YLR228C YBR123C YNR009W YGL013C YML015C YPR179C YOL116W YOR140W YDL070W YIL127C YHL020C YIR023W YBL052C YKL032C YLR006C YBL014C YGL025C YDR362C YOR028C YKL222C YIL046W YBL006C YLR014C YJL168C YDR448W YER111C YCL066W YDR096W YLR403W YLR095C YMR016C YPR056W YBL025W YER161C
regulation of transcription from RNA polymerase I promoter	GO:0006356	YIL035C YDR174W YOR039W YDR174W YOR061W YGL019W
regulation of transcription from RNA polymerase II promoter	GO:0006357	YBR279W NA YGL151W NA YGL151W YML010W YGR288W YPR133C YGL115W YML076C YBR049C YBL008W YDR190C YAL013W YER088C YGL244W YFL024C YPR196W YAL013W YOR038C YPL235W YER022W YPL086C YFL052W YNR052C YPL038W YPR030W YJR094C YPR168W YDR253C YOL135C YML099C YGR200C YJL081C YCR093W YGR104C YPL047W YIR017C YIL038C YOR113W YPR030W YGL252C YPR133C YPR133C YHR056C YMR312W YIL130W YBR033W YNL136W YCR081W YBR150C YOR113W YHR058C YLR071C YGL073W YNL288W NA YCL066W YBL093C YMR277W YNR010W YDR303C YDR443C YBR202W YFL028C YBR193C YOL006C YOL051W YFL039C YCR106W YOR047C YMR277W YPL038W YDR448W YBR239C YNL136W YKL222C YBL066C YOL012C YGL181W NA YFL028C YPL101W YMR019W YCR039C YJL103C YJL103C YPL101W YOR244W YMR277W YLL054C YOL012C YOR172W YLR098C YMR179W YMR112C YCL067C YOR380W YNR063W YLR384C YHL009C YOL063C YML127W YPR023C YNL278W YOR172W YAL021C YER184C YPR070W YOR047C YPR072W YBR297W YDR253C YOR337W YGL043W YGR134W YBL054W YPL038W YJL206C YPL082C YCR040W YGR116W YER088C YGL166W YMR136W YMR168C YOR174W NA YGL025C YHR041C YDR520C YKR036C YKR036C YLR278C YDL165W YOR028C YKL110C YBR253W
regulation of transcription from RNA polymerase III promoter	GO:0006359	YIL035C YOR039W YOR061W YGL019W
transcription from RNA polymerase I promoter	GO:0006360	YDR311W YBR279W YOR210W YOL145C YBR279W YML121W YOR210W YDL108W YHR143W-A YML121W YPR110C YOR224C YPR187W YNL113W YBR154C
transcription initiation from RNA polymerase I promoter	GO:0006361	YJL025W YML043C YBL014C
transcription elongation from RNA polymerase I promoter	GO:0006362	YGL043W YBR279W YJL148W YNL248C YLR418C YOL145C
termination of RNA polymerase I transcription	GO:0006363	YLL035W YBR245C YBR049C YER164W YDR026C YJR063W YDR026C YJR063W
rRNA processing	GO:0006364	YHR069C YIL091C YKL009W YMR093W YHR089C YNL221C YDR299W snR30 YPR137W YPL235W snR30 YGL029W YGR103W YBR167C YBR279W YGL120C YNL221C YDR083W YLL011W YGR090W YPR016C YHR065C YDL229W YNL110C YLR430W YML093W YHR148W YPL235W YLL035W YCL054W YCL054W YNL061W YOR048C YGR195W YDL031W YBL026W YPL090C YER082C YDR398W YOR048C YHR089C YKR057W YNL124W YFL002C YBR257W YGL173C YNL182C YHR062C YJL033W YLR145W YMR285C YDR478W YLR107W YLR165C YGL029W YLL035W YNL224C YGR090W YJL010C YJL191W YKL172W YJL136C YLR186W YDL060W YJL109C YDR412W YDL213C YDR087C YHR062C YDR378C YGL030W YKL078W YDL148C YLR430W YNL112W YDL208W YOL021C YLR409C YMR290C YNL182C YGL111W YGR214W YCR018C YLR435W YNL075W YER127W YPL082C YNL147W YDR365C YMR128W YDR021W YMR049C YJR002W YAL033W YER127W YMR131C YGR159C YGR276C YBL004W RRP2 YCL059C YNL282W YPL043W YDR365C YPL146C YBR257W YDR478W YNL227C YOR243C YLL008W YOR004W YPL081W YDL014W YDR339C YHR034C YKR060W YDL111C YDR324C YLR186W YCR057C YNR024W YLR129W YML093W YGR030C YDR449C YPL211W YGL246C YLR430W YNL096C YCL031C YOR287C RRP2 YHR085W YLR048W YGL171W YOR096W YMR290C YKL208W YPL093W YMR239C YPL266W YDL014W YNL061W YLR068W YGR145W YOL041C YDR412W YJR041C YDR087C YPL043W YNL112W YHR169W YLR438C-A YLR409C YJL033W YPR144C YOL142W YOR006C YGR145W YDR083W YDR432W YHR064C YER006W YOR310C YER133W YPR143W YDL153C YNL075W YKL082C YER126C YDR083W YCL031C YPR144C YCR018C YBR142W YNR054C YHR072W-A YMR049C YCR035C YHR197W YHR062C YDR365C YDR087C YMR290C YCL031C YBR181C YML127W YPL217C YEL026W YDR091C YGR271C-A YNL096C YER002W YHR197W YGR285C YKR024C YGR280C YNL282W YHR034C YER146W RRP2 YGL136C YNL232W YLR175W YCL059C YNL308C YNL282W YJR022W YOL080C YBR257W YNR038W YLR196W YLR175W YGL123W YHR196W YMR049C YHR088W YJL050W YOL080C YLR276C YOR272W YPL266W YHR085W YKL099C YGL173C YGL120C YBR247C YOL022C YOR078W YLR051C YBR189W YBL018C YLR222C YAL033W YDL014W YDR280W YMR229C YOR096W YKL099C YDL166C YLR409C YJL069C YPR112C YHR087W YDR365C YHR034C YGR158C YLR196W YGR159C YNL209W YDR457W YCR031C YPR137W YGR030C YHR081W YDL148C YGR081C YJR002W YFL002C YHR148W YLR197W YGR128C YKL014C YGR095C YLR222C YGL078C YLR002C YLR106C YMR093W YOR001W YBR247C YBR167C YPL126W YBR257W YPL266W YBL018C YER112W
transcription from RNA polymerase II promoter	GO:0006366	YKL028W YJL089W YKR064W YPR056W YBR154C YLR014C YOR380W YDL108W YLR451W YML114C YHR143W-A YGR274C YGR288W YDR145W YLR228C YBR154C YDR520C YPL011C YKL028W YKL028W YOR210W YOR337W YPL133C YDR421W YDR311W YIL130W YKL028W YDL108W YBR089C-A YDR167W YML114C YBR154C YLR005W YDR145W YJL103C YDR145W YPL122C YDL074C YDR213W YBR198C YCR106W YLR278C YBR240C YLR266C YBL066C YML099C YGL127C YPL248C YGL112C YOR162C YGL151W YDL074C YER184C YOR363C YKR062W YOL089C YBR297W YGL150C YPL011C YBR198C YDR145W YBR236C YMR005W YGL013C YER171W YMR236W YGL058W YMR227C YOR172W YGL150C YKL028W YLR098C YHR178W YOR151C YGL112C YJL206C YML076C YIL143C YMR227C YMR019W YMR168C YML098W YER139C YDR167W YMR236W YDR145W YML015C YGR274C YPR009W YBR239C YDL140C YDR207C YPR196W YFL052W YOR174W YDL170W YDR167W YDR392W YML098W YKR062W YDR404C YDR034C YNR063W YPR025C YML098W YDR527W YIL021W YER139C YDR460W YDL140C YPR187W YGL070C YKL015W YKR062W YMR030W YJL140W YCR042C YOL005C YDL108W YGR274C YGR274C YBR033W YMR280C YML015C YPL129W YPL254W YKL038W YGL127C YAL051W YKL222C YCR042C YMR005W YDR079C-A YDR392W YLR256W YOR224C YPL129W YLL054C YMR236W YER139C YGL162W YGR258C YML015C YKR062W YBL005W YBR150C YIR023W
transcription initiation from RNA polymerase II promoter	GO:0006367	YOR194C YKL058W YKL058W YPL129W YGL070C YER022W YGR186W YGR005C YJL140W YKL028W YGL043W YGL043W YGR005C YDR404C YKR062W YNL222W YGR186W YML015C YNL222W YGR186W YGL043W YGR005C YOR194C YGL043W YGR186W YMR227C
